,Movie_Name,Movie_Rating,Movie_Certificate,Movie_Year,Movie_Runtime,Movie_Cast,Movie_Genre,Movie_Poster,Movie_Description,Movie_Poster_HD,All_Movie_Info
521,Gegen die Wand,7.9,R,2004,121 min,"Birol Ünel, Sibel Kekilli, Güven Kiraç, Zarah Jane McKenzie","Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BODBiNzYxNzYtMjkyMi00MjUyLWJkM2YtZjNkMDhhYmEwMTRiL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg","With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.",https://m.media-amazon.com/images/M/MV5BNWZjZGYzYTgtYTZhOS00Y2QzLWEzMWMtNDViOTZjZThlNmIwXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_.jpg,gegen die wand birol ünel sibel kekilli güven kiraç zarah jane mckenzie drama romance with the intention to break free from the strict familial restrictions a suicidal young woman sets up a marriage of convenience with a forty-year-old addict an act that will lead to an outburst of envious love
522,Mystic River,7.9,A,2003,138 min,"Sean Penn, Tim Robbins, Kevin Bacon, Emmy Rossum","Crime, Drama, Mystery            ","https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_UX67_CR0,0,67,98_AL_.jpg",The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_.jpg,mystic river sean penn tim robbins kevin bacon emmy rossum crime drama mystery the lives of three men who were childhood friends are shattered when one of them has a family tragedy
523,Harry Potter and the Prisoner of Azkaban,7.9,U,2004,142 min,"Daniel Radcliffe, Emma Watson, Rupert Grint, Richard Griffiths","Adventure, Family, Fantasy            ","https://m.media-amazon.com/images/M/MV5BMTY4NTIwODg0N15BMl5BanBnXkFtZTcwOTc0MjEzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg","Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",https://m.media-amazon.com/images/M/MV5BOGZkMTFlNDEtYmVkMC00YTZmLWFkMmYtYTEyYjQ4MWE3MjcxXkEyXkFqcGdeQXVyNjc1NTYwMjc@._V1_.jpg,harry potter and the prisoner of azkaban daniel radcliffe emma watson rupert grint richard griffiths adventure family fantasy harry potter ron and hermione return to hogwarts school of witchcraft and wizardry for their third year of study where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard
524,Ying xiong,7.9,UA,2002,120 min,"Jet Li, Tony Chiu-Wai Leung, Maggie Cheung, Ziyi Zhang","Action, Adventure, Drama            ","https://m.media-amazon.com/images/M/MV5BMWQ2MjQ0OTctMWE1OC00NjZjLTk3ZDAtNTk3NTZiYWMxYTlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",https://m.media-amazon.com/images/M/MV5BMWQ2MjQ0OTctMWE1OC00NjZjLTk3ZDAtNTk3NTZiYWMxYTlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,ying xiong jet li tony chiu-wai leung maggie cheung ziyi zhang action adventure drama a defense officer nameless was summoned by the king of qin regarding his success of terminating three warriors
525,Hable con ella,7.9,R,2002,112 min,"Rosario Flores, Javier Cámara, Darío Grandinetti, Leonor Watling","Drama, Mystery, Romance            ","https://m.media-amazon.com/images/M/MV5BMzFhNmQzYWQtMDhmNC00ZGJmLWI5NjYtNmI3MjBiZDNjNjdlXkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY98_CR1,0,67,98_AL_.jpg",Two men share an odd friendship while they care for two women who are both in deep comas.,https://m.media-amazon.com/images/M/MV5BMzFhNmQzYWQtMDhmNC00ZGJmLWI5NjYtNmI3MjBiZDNjNjdlXkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_.jpg,hable con ella rosario flores javier cámara darío grandinetti leonor watling drama mystery romance two men share an odd friendship while they care for two women who are both in deep comas
526,No Man's Land,7.9,R,2001,98 min,"Branko Djuric, Rene Bitorajac, Filip Sovagovic, Georges Siatidis","Comedy, Drama, War            ","https://m.media-amazon.com/images/M/MV5BMGFkNjNmZWMtNDdiOS00ZWM3LWE1ZTMtZDU3MGQyMzIyNzZhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",https://m.media-amazon.com/images/M/MV5BM2YwYjcyNjUtNjFlNC00NDM0LWEwMzMtZTg4NmRkZmJmYTA3XkEyXkFqcGdeQXVyNjAyNTIzOTM@._V1_.jpg,no man's land branko djuric rene bitorajac filip sovagovic georges siatidis comedy drama war bosnia and herzegovina during 1993 at the time of the heaviest fighting between the two warring sides two soldiers from opposing sides in the conflict nino and ciki become trapped in no man's land whilst a third soldier becomes a living booby trap
527,The Bourne Identity,7.9,UA,2002,119 min,"Franka Potente, Matt Damon, Chris Cooper, Clive Owen","Action, Mystery, Thriller            ","https://m.media-amazon.com/images/M/MV5BM2JkNGU0ZGMtZjVjNS00NjgyLWEyOWYtZmRmZGQyN2IxZjA2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg","A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",https://m.media-amazon.com/images/M/MV5BM2JkNGU0ZGMtZjVjNS00NjgyLWEyOWYtZmRmZGQyN2IxZjA2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,the bourne identity franka potente matt damon chris cooper clive owen action mystery thriller a man is picked up by a fishing boat bullet-riddled and suffering from amnesia before racing to elude assassins and attempting to regain his memory
528,Nueve reinas,7.9,R,2000,114 min,"Ricardo Darín, Gastón Pauls, Graciela Tenenbaum, María Mercedes Villagra","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BMTYxMDdlYjItMDVkYy00MjYzLThhMTYtYjIzZjZiODk1ZWRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg","Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",https://m.media-amazon.com/images/M/MV5BMTkzMjdlMzMtMjM2Mi00NGExLWExNTQtY2Q2Nzk4Yjc2ZTdjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"nueve reinas ricardo darín gastón pauls graciela tenenbaum maría mercedes villagra crime drama thriller two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"")"
529,Children of Men,7.9,A,2006,109 min,"Julianne Moore, Clive Owen, Chiwetel Ejiofor, Michael Caine","Action, Drama, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BMTQ5NTI2NTI4NF5BMl5BanBnXkFtZTcwNjk2NDA2OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",https://m.media-amazon.com/images/M/MV5BMTQ5NTI2NTI4NF5BMl5BanBnXkFtZTcwNjk2NDA2OQ@@._V1_.jpg,children of men julianne moore clive owen chiwetel ejiofor michael caine action drama sci-fi in 2027 in a chaotic world in which women have become somehow infertile a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea
530,Wo hu cang long,7.9,UA,2000,120 min,"Chow Yun-Fat, Michelle Yeoh, Ziyi Zhang, Chang Chen","Action, Adventure, Drama            ","https://m.media-amazon.com/images/M/MV5BNDdhMzMxOTctNDMyNS00NTZmLTljNWEtNTc4MDBmZTYxY2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,https://m.media-amazon.com/images/M/MV5BNDdhMzMxOTctNDMyNS00NTZmLTljNWEtNTc4MDBmZTYxY2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,wo hu cang long chow yun-fat michelle yeoh ziyi zhang chang chen action adventure drama a young chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation
531,Almost Famous,7.9,A,2000,122 min,"Billy Crudup, Patrick Fugit, Kate Hudson, Frances McDormand","Adventure, Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BMzY1ZjMwMGEtYTY1ZS00ZDllLTk0ZmUtYzA3ZTA4NmYwNGNkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.,https://m.media-amazon.com/images/M/MV5BMzY1ZjMwMGEtYTY1ZS00ZDllLTk0ZmUtYzA3ZTA4NmYwNGNkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,almost famous billy crudup patrick fugit kate hudson frances mcdormand adventure comedy drama a high-school boy in the early 1970s is given the chance to write a story for rolling stone magazine about an up-and-coming rock band as he accompanies them on their concert tour
532,Mulholland Dr.,7.9,UA,2001,147 min,"Naomi Watts, Laura Harring, Justin Theroux, Jeanne Bates","Drama, Mystery, Thriller            ","https://m.media-amazon.com/images/M/MV5BNWM5MWY2ZjItNDY1NC00MzQ3LWFiOGUtYzE2MTI4ZTk1ZTVkXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_UY98_CR0,0,67,98_AL_.jpg","After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",https://m.media-amazon.com/images/M/MV5BNWM5MWY2ZjItNDY1NC00MzQ3LWFiOGUtYzE2MTI4ZTk1ZTVkXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_.jpg,mulholland dr naomi watts laura harring justin theroux jeanne bates drama mystery thriller after a car wreck on the winding mulholland drive renders a woman amnesiac she and a perky hollywood-hopeful search for clues and answers across los angeles in a twisting venture beyond dreams and reality
533,Shrek,7.9,U,2001,90 min,"Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow","Animation, Adventure, Comedy            ","https://m.media-amazon.com/images/M/MV5BOGZhM2FhNTItODAzNi00YjA0LWEyN2UtNjJlYWQzYzU1MDg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",https://m.media-amazon.com/images/M/MV5BOGZhM2FhNTItODAzNi00YjA0LWEyN2UtNjJlYWQzYzU1MDg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,shrek mike myers eddie murphy cameron diaz john lithgow animation adventure comedy a mean lord exiles fairytale creatures to the swamp of a grumpy ogre who must go on a quest and rescue a princess for the lord in order to get his land back
534,Toy Story 2,7.9,U,1999,92 min,"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer","Animation, Adventure, Comedy            ","https://m.media-amazon.com/images/M/MV5BMWM5ZDcxMTYtNTEyNS00MDRkLWI3YTItNThmMGExMWY4NDIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX67_CR0,0,67,98_AL_.jpg","When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",https://m.media-amazon.com/images/M/MV5BMWM5ZDcxMTYtNTEyNS00MDRkLWI3YTItNThmMGExMWY4NDIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,toy story 2 tom hanks tim allen joan cusack kelsey grammer animation adventure comedy when woody is stolen by a toy collector buzz and his friends set out on a rescue mission to save woody before he becomes a museum toy property with his roundup gang jessie prospector and bullseye
535,Titanic,7.9,UA,1997,194 min,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates","Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg","A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",https://m.media-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,titanic leonardo dicaprio kate winslet billy zane kathy bates drama romance a seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious ill-fated rms titanic
536,Knockin' on Heaven's Door,7.9,N/A,1997,87 min,"Til Schweiger, Jan Josef Liefers, Thierry van Werveke, Moritz Bleibtreu","Action, Crime, Comedy            ","https://m.media-amazon.com/images/M/MV5BMTk2MjcxNjMzN15BMl5BanBnXkFtZTgwMTE3OTEwNjE@._V1_UY98_CR3,0,67,98_AL_.jpg","Two terminally ill patients escape from a hospital, steal a car and rush towards the sea.",https://m.media-amazon.com/images/M/MV5BMTk2MjcxNjMzN15BMl5BanBnXkFtZTgwMTE3OTEwNjE@._V1_.jpg,knockin' on heaven's door til schweiger jan josef liefers thierry van werveke moritz bleibtreu action crime comedy two terminally ill patients escape from a hospital steal a car and rush towards the sea
537,Boogie Nights,7.9,18,1997,155 min,"Mark Wahlberg, Julianne Moore, Burt Reynolds, Luis Guzmán",Drama            ,"https://m.media-amazon.com/images/M/MV5BY2E2YWYxY2QtZmJmZi00MjJlLWFiYWItZTk5Y2IyMWQ1ZThhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.",https://m.media-amazon.com/images/M/MV5BY2E2YWYxY2QtZmJmZi00MjJlLWFiYWItZTk5Y2IyMWQ1ZThhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,boogie nights mark wahlberg julianne moore burt reynolds luis guzmán drama back when sex was safe pleasure was a business and business was booming an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent
538,Mimi wo sumaseba,7.9,U,1995,111 min,"Yoko Honna, Issey Takahashi, Takashi Tachibana, Shigeru Muroi","Animation, Drama, Family            ","https://m.media-amazon.com/images/M/MV5BZDg0MWNmNjktMGEwZC00ZDlmLWI1MTUtMDBmNjQzMWM2NjBjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.",https://m.media-amazon.com/images/M/MV5BZDg0MWNmNjktMGEwZC00ZDlmLWI1MTUtMDBmNjQzMWM2NjBjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,mimi wo sumaseba yoko honna issey takahashi takashi tachibana shigeru muroi animation drama family a love story between a girl who loves reading books and a boy who has previously checked out all of the library books she chooses
539,Kôkaku Kidôtai,7.9,UA,1995,83 min,"Atsuko Tanaka, Iemasa Kayumi, Akio Ôtsuka, Kôichi Yamadera","Animation, Action, Crime            ","https://m.media-amazon.com/images/M/MV5BYWRiYjQyOGItNzQ1Mi00MGI1LWE3NjItNTg1ZDQwNjUwNDM2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,https://m.media-amazon.com/images/M/MV5BM2IwOTJiMjgtYzQ3Mi00MzFiLWI0NjktYjc0NDA5OGRkNWI5XkEyXkFqcGdeQXVyNjc1NTYwMjc@._V1_.jpg,kôkaku kidôtai atsuko tanaka iemasa kayumi akio ôtsuka kôichi yamadera animation action crime a cyborg policewoman and her partner hunt a mysterious and powerful hacker called the puppet master
540,Once Were Warriors,7.9,A,1994,102 min,"Rena Owen, Temuera Morrison, Mamaengaroa Kerr-Bell, Julian Arahanga","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BNTQ1MmNmYTUtNmY4ZC00NWQyLWE1YmItZDY4ZmNmMDQyMzAwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,https://m.media-amazon.com/images/M/MV5BNTQ1MmNmYTUtNmY4ZC00NWQyLWE1YmItZDY4ZmNmMDQyMzAwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,once were warriors rena owen temuera morrison mamaengaroa kerr-bell julian arahanga crime drama a family descended from maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts
541,Ed Wood,7.9,U,1994,127 min,"Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette","Biography, Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BNTA5ZjdjNWUtZGUwNy00N2RhLWJiZmItYzFhYjU1NmYxNjY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",https://m.media-amazon.com/images/M/MV5BNTA5ZjdjNWUtZGUwNy00N2RhLWJiZmItYzFhYjU1NmYxNjY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,ed wood johnny depp martin landau sarah jessica parker patricia arquette biography comedy drama ambitious but troubled movie director edward d wood jr tries his best to fulfill his dreams despite his lack of talent
542,True Romance,7.9,A,1993,119 min,"Christian Slater, Patricia Arquette, Dennis Hopper, Val Kilmer","Crime, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BYWRhYWJjNGEtMjNhNi00NzFkLTk1ZGUtNjNmM2FlNTNhNWRjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.",https://m.media-amazon.com/images/M/MV5BYWRhYWJjNGEtMjNhNi00NzFkLTk1ZGUtNjNmM2FlNTNhNWRjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,true romance christian slater patricia arquette dennis hopper val kilmer crime drama romance in detroit a lonely pop culture geek marries a call girl steals cocaine from her pimp and tries to sell it in hollywood meanwhile the owners of the cocaine the mob track them down in an attempt to reclaim it
543,Trois couleurs: Bleu,7.9,U,1993,94 min,"Juliette Binoche, Zbigniew Zamachowski, Julie Delpy, Benoît Régent","Drama, Music, Mystery            ","https://m.media-amazon.com/images/M/MV5BZWU5NWQ2MWMtYmI4Ni00Yjk5LTk3ODktMDVlZGViNGUwN2M5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",A woman struggles to find a way to live her life after the death of her husband and child.,https://m.media-amazon.com/images/M/MV5BZWU5NWQ2MWMtYmI4Ni00Yjk5LTk3ODktMDVlZGViNGUwN2M5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,trois couleurs: bleu juliette binoche zbigniew zamachowski julie delpy benoît régent drama music mystery a woman struggles to find a way to live her life after the death of her husband and child
544,Carlito's Way,7.9,A,1993,144 min,"Al Pacino, Sean Penn, Penelope Ann Miller, John Leguizamo","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BN2I2N2Q1YmMtMzZkMC00Y2JjLWJmOWUtNjc2OTM2ZTk1MjUyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",https://m.media-amazon.com/images/M/MV5BN2I2N2Q1YmMtMzZkMC00Y2JjLWJmOWUtNjc2OTM2ZTk1MjUyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,carlito's way al pacino sean penn penelope ann miller john leguizamo crime drama thriller a puerto rican former convict just released from prison pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of nyc
545,Bound by Honor,7.9,R,1993,180 min,"Damian Chapa, Jesse Borrego, Benjamin Bratt, Enrique Castillo","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BNzZmMjAxNjQtZjQzOS00NjU4LWI0NDktZjlkZTgwNjVmNzU3XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg","Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.",https://m.media-amazon.com/images/M/MV5BNzZmMjAxNjQtZjQzOS00NjU4LWI0NDktZjlkZTgwNjVmNzU3XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,bound by honor damian chapa jesse borrego benjamin bratt enrique castillo crime drama based on the true life experiences of poet jimmy santiago baca the film focuses on step-brothers paco and cruz and their bi-racial cousin miklo
